state,state_abbr,measure,series_id,frequency,series_url
Oregon,OR,Initial Claims,ORICLAIMS,Weekly,https://fred.stlouisfed.org/series/ORICLAIMS
Oregon,OR,Insured Unemployment Rate,ORINSUREDUR,Weekly,https://fred.stlouisfed.org/series/ORINSUREDUR
Pennsylvania,PA,Annual Population,PAPOP,Annual,https://fred.stlouisfed.org/series/PAPOP
Pennsylvania,PA,Unemployed Persons,LASST420000000000004,Monthly,https://fred.stlouisfed.org/series/LASST420000000000004
Pennsylvania,PA,Unemployment Rate,PAUR,Monthly,https://fred.stlouisfed.org/series/PAUR
Pennsylvania,PA,Continued Claims,PACCLAIMS,Weekly,https://fred.stlouisfed.org/series/PACCLAIMS
Pennsylvania,PA,Covered Employment,PACEMPLOY,Weekly,https://fred.stlouisfed.org/series/PACEMPLOY
Pennsylvania,PA,Initial Claims,PAICLAIMS,Weekly,https://fred.stlouisfed.org/series/PAICLAIMS
Pennsylvania,PA,Insured Unemployment Rate,PAINSUREDUR,Weekly,https://fred.stlouisfed.org/series/PAINSUREDUR
Rhode Island,RI,Annual Population,RIPOP,Annual,https://fred.stlouisfed.org/series/RIPOP
Rhode Island,RI,Unemployed Persons,LASST440000000000004,Monthly,https://fred.stlouisfed.org/series/LASST440000000000004
Rhode Island,RI,Unemployment Rate,RIUR,Monthly,https://fred.stlouisfed.org/series/RIUR
Rhode Island,RI,Continued Claims,RICCLAIMS,Weekly,https://fred.stlouisfed.org/series/RICCLAIMS
Rhode Island,RI,Covered Employment,RICEMPLOY,Weekly,https://fred.stlouisfed.org/series/RICEMPLOY
Rhode Island,RI,Initial Claims,RIICLAIMS,Weekly,https://fred.stlouisfed.org/series/RIICLAIMS
Rhode Island,RI,Insured Unemployment Rate,RIINSUREDUR,Weekly,https://fred.stlouisfed.org/series/RIINSUREDUR
South Carolina,SC,Annual Population,SCPOP,Annual,https://fred.stlouisfed.org/series/SCPOP
South Carolina,SC,Unemployed Persons,LASST450000000000004,Monthly,https://fred.stlouisfed.org/series/LASST450000000000004
South Carolina,SC,Unemployment Rate,SCUR,Monthly,https://fred.stlouisfed.org/series/SCUR
South Carolina,SC,Continued Claims,SCCCLAIMS,Weekly,https://fred.stlouisfed.org/series/SCCCLAIMS
South Carolina,SC,Covered Employment,SCCEMPLOY,Weekly,https://fred.stlouisfed.org/series/SCCEMPLOY
South Carolina,SC,Initial Claims,SCICLAIMS,Weekly,https://fred.stlouisfed.org/series/SCICLAIMS
South Carolina,SC,Insured Unemployment Rate,SCINSUREDUR,Weekly,https://fred.stlouisfed.org/series/SCINSUREDUR
South Dakota,SD,Annual Population,SDPOP,Annual,https://fred.stlouisfed.org/series/SDPOP
South Dakota,SD,Unemployed Persons,LASST460000000000004,Monthly,https://fred.stlouisfed.org/series/LASST460000000000004
South Dakota,SD,Unemployment Rate,SDUR,Monthly,https://fred.stlouisfed.org/series/SDUR
South Dakota,SD,Continued Claims,SDCCLAIMS,Weekly,https://fred.stlouisfed.org/series/SDCCLAIMS
South Dakota,SD,Covered Employment,SDCEMPLOY,Weekly,https://fred.stlouisfed.org/series/SDCEMPLOY
South Dakota,SD,Initial Claims,SDICLAIMS,Weekly,https://fred.stlouisfed.org/series/SDICLAIMS
South Dakota,SD,Insured Unemployment Rate,SDINSUREDUR,Weekly,https://fred.stlouisfed.org/series/SDINSUREDUR
Tennessee,TN,Annual Population,TNPOP,Annual,https://fred.stlouisfed.org/series/TNPOP
Tennessee,TN,Unemployed Persons,LASST470000000000004,Monthly,https://fred.stlouisfed.org/series/LASST470000000000004
Tennessee,TN,Unemployment Rate,TNUR,Monthly,https://fred.stlouisfed.org/series/TNUR
Tennessee,TN,Continued Claims,TNCCLAIMS,Weekly,https://fred.stlouisfed.org/series/TNCCLAIMS
Tennessee,TN,Covered Employment,TNCEMPLOY,Weekly,https://fred.stlouisfed.org/series/TNCEMPLOY
Tennessee,TN,Initial Claims,TNICLAIMS,Weekly,https://fred.stlouisfed.org/series/TNICLAIMS
Tennessee,TN,Insured Unemployment Rate,TNINSUREDUR,Weekly,https://fred.stlouisfed.org/series/TNINSUREDUR
Texas,TX,Annual Population,TXPOP,Annual,https://fred.stlouisfed.org/series/TXPOP
Texas,TX,Unemployed Persons,LASST480000000000004,Monthly,https://fred.stlouisfed.org/series/LASST480000000000004
Texas,TX,Unemployment Rate,TXUR,Monthly,https://fred.stlouisfed.org/series/TXUR
Texas,TX,Continued Claims,TXCCLAIMS,Weekly,https://fred.stlouisfed.org/series/TXCCLAIMS
Texas,TX,Covered Employment,TXCEMPLOY,Weekly,https://fred.stlouisfed.org/series/TXCEMPLOY
Texas,TX,Initial Claims,TXICLAIMS,Weekly,https://fred.stlouisfed.org/series/TXICLAIMS
Texas,TX,Insured Unemployment Rate,TXINSUREDUR,Weekly,https://fred.stlouisfed.org/series/TXINSUREDUR
Utah,UT,Annual Population,UTPOP,Annual,https://fred.stlouisfed.org/series/UTPOP
Utah,UT,Unemployed Persons,LASST490000000000004,Monthly,https://fred.stlouisfed.org/series/LASST490000000000004
Utah,UT,Unemployment Rate,UTUR,Monthly,https://fred.stlouisfed.org/series/UTUR
Utah,UT,Continued Claims,UTCCLAIMS,Weekly,https://fred.stlouisfed.org/series/UTCCLAIMS
Utah,UT,Covered Employment,UTCEMPLOY,Weekly,https://fred.stlouisfed.org/series/UTCEMPLOY
Utah,UT,Initial Claims,UTICLAIMS,Weekly,https://fred.stlouisfed.org/series/UTICLAIMS
Utah,UT,Insured Unemployment Rate,UTINSUREDUR,Weekly,https://fred.stlouisfed.org/series/UTINSUREDUR
Vermont,VT,Annual Population,VTPOP,Annual,https://fred.stlouisfed.org/series/VTPOP
Vermont,VT,Unemployed Persons,LASST500000000000004,Monthly,https://fred.stlouisfed.org/series/LASST500000000000004
Vermont,VT,Unemployment Rate,VTUR,Monthly,https://fred.stlouisfed.org/series/VTUR
Vermont,VT,Continued Claims,VTCCLAIMS,Weekly,https://fred.stlouisfed.org/series/VTCCLAIMS
Vermont,VT,Covered Employment,VTCEMPLOY,Weekly,https://fred.stlouisfed.org/series/VTCEMPLOY
Vermont,VT,Initial Claims,VTICLAIMS,Weekly,https://fred.stlouisfed.org/series/VTICLAIMS
Vermont,VT,Insured Unemployment Rate,VTINSUREDUR,Weekly,https://fred.stlouisfed.org/series/VTINSUREDUR
Virginia,VA,Annual Population,VAPOP,Annual,https://fred.stlouisfed.org/series/VAPOP
Virginia,VA,Unemployed Persons,LASST510000000000004,Monthly,https://fred.stlouisfed.org/series/LASST510000000000004
Virginia,VA,Unemployment Rate,VAUR,Monthly,https://fred.stlouisfed.org/series/VAUR
Virginia,VA,Continued Claims,VACCLAIMS,Weekly,https://fred.stlouisfed.org/series/VACCLAIMS
Virginia,VA,Covered Employment,VACEMPLOY,Weekly,https://fred.stlouisfed.org/series/VACEMPLOY
Virginia,VA,Initial Claims,VAICLAIMS,Weekly,https://fred.stlouisfed.org/series/VAICLAIMS
Virginia,VA,Insured Unemployment Rate,VAINSUREDUR,Weekly,https://fred.stlouisfed.org/series/VAINSUREDUR
Washington,WA,Annual Population,WAPOP,Annual,https://fred.stlouisfed.org/series/WAPOP
Washington,WA,Unemployed Persons,LASST530000000000004,Monthly,https://fred.stlouisfed.org/series/LASST530000000000004
Washington,WA,Unemployment Rate,WAUR,Monthly,https://fred.stlouisfed.org/series/WAUR
Washington,WA,Continued Claims,WACCLAIMS,Weekly,https://fred.stlouisfed.org/series/WACCLAIMS
Washington,WA,Covered Employment,WACEMPLOY,Weekly,https://fred.stlouisfed.org/series/WACEMPLOY
Washington,WA,Initial Claims,WAICLAIMS,Weekly,https://fred.stlouisfed.org/series/WAICLAIMS
Washington,WA,Insured Unemployment Rate,WAINSUREDUR,Weekly,https://fred.stlouisfed.org/series/WAINSUREDUR
West Virginia,WV,Annual Population,WVPOP,Annual,https://fred.stlouisfed.org/series/WVPOP
West Virginia,WV,Unemployed Persons,LASST540000000000004,Monthly,https://fred.stlouisfed.org/series/LASST540000000000004
West Virginia,WV,Unemployment Rate,WVUR,Monthly,https://fred.stlouisfed.org/series/WVUR
West Virginia,WV,Continued Claims,WVCCLAIMS,Weekly,https://fred.stlouisfed.org/series/WVCCLAIMS
West Virginia,WV,Covered Employment,WVCEMPLOY,Weekly,https://fred.stlouisfed.org/series/WVCEMPLOY
West Virginia,WV,Initial Claims,WVICLAIMS,Weekly,https://fred.stlouisfed.org/series/WVICLAIMS
West Virginia,WV,Insured Unemployment Rate,WVINSUREDUR,Weekly,https://fred.stlouisfed.org/series/WVINSUREDUR
Wisconsin,WI,Annual Population,WIPOP,Annual,https://fred.stlouisfed.org/series/WIPOP
Wisconsin,WI,Unemployed Persons,LASST550000000000004,Monthly,https://fred.stlouisfed.org/series/LASST550000000000004
Wisconsin,WI,Unemployment Rate,WIUR,Monthly,https://fred.stlouisfed.org/series/WIUR
Wisconsin,WI,Continued Claims,WICCLAIMS,Weekly,https://fred.stlouisfed.org/series/WICCLAIMS
Wisconsin,WI,Covered Employment,WICEMPLOY,Weekly,https://fred.stlouisfed.org/series/WICEMPLOY
Wisconsin,WI,Initial Claims,WIICLAIMS,Weekly,https://fred.stlouisfed.org/series/WIICLAIMS
Wisconsin,WI,Insured Unemployment Rate,WIINSUREDUR,Weekly,https://fred.stlouisfed.org/series/WIINSUREDUR
Wyoming,WY,Annual Population,WYPOP,Annual,https://fred.stlouisfed.org/series/WYPOP
Wyoming,WY,Unemployed Persons,LASST560000000000004,Monthly,https://fred.stlouisfed.org/series/LASST560000000000004
Wyoming,WY,Unemployment Rate,WYUR,Monthly,https://fred.stlouisfed.org/series/WYUR
Wyoming,WY,Continued Claims,WYCCLAIMS,Weekly,https://fred.stlouisfed.org/series/WYCCLAIMS
Wyoming,WY,Covered Employment,WYCEMPLOY,Weekly,https://fred.stlouisfed.org/series/WYCEMPLOY
Wyoming,WY,Initial Claims,WYICLAIMS,Weekly,https://fred.stlouisfed.org/series/WYICLAIMS
Wyoming,WY,Insured Unemployment Rate,WYINSUREDUR,Weekly,https://fred.stlouisfed.org/series/WYINSUREDUR
