cause,dimension,group,cause_share,lf_share,ratio
Job Leavers,Age,25–34,0.2844293010455404,0.22511262853358457,1.263497756204763
Job Leavers,Age,35–44,0.18880708454627773,0.231277218616216,0.8163669801805525
Job Leavers,Age,45–54,0.13765504784960544,0.21327676743243904,0.6454291740576538
Job Leavers,Age,55–64,0.07802304566940632,0.14006340053843,0.5570552004982822
Job Leavers,Age,65+,0.02019767911734338,0.04788924616766923,0.42175813431323433
Job Leavers,Age (single year),16,0.004867527633458053,0.006794989564567532,0.7163407076943535
Job Leavers,Age (single year),17,0.010665388247127901,0.010178466180715995,1.0478384520581718
Job Leavers,Age (single year),18,0.02677066102597906,0.012924601401672078,2.0712949045001645
Job Leavers,Age (single year),19,0.03954941773307292,0.014901716512966432,2.654017589091819
Job Leavers,Age (single year),20,0.04465421818962562,0.01730159344092099,2.580930961191781
Job Leavers,Age (single year),21,0.04167299016575427,0.018308497489587214,2.2761556588384924
Job Leavers,Age (single year),22,0.04202395331716827,0.019472524182496332,2.158115348750893
Job Leavers,Age (single year),23,0.041579653365486996,0.0207474374020951,2.0040862184400776
Job Leavers,Age (single year),24,0.03910403209415373,0.021750912536639522,1.7978111046275778
Job Leavers,Age (single year),25,0.03629206929211413,0.02164019339891659,1.677067696351137
Job Leavers,Age (single year),26,0.034600498593944894,0.021921396441712003,1.5783893460412546
Job Leavers,Age (single year),27,0.031239781088771457,0.022041878174744838,1.4172921581866558
Job Leavers,Age (single year),28,0.030378466298764492,0.022595231373944848,1.3444636080954098
Job Leavers,Age (single year),29,0.029073584393609957,0.022865557538448992,1.2715012238263605
Job Leavers,Age (single year),30,0.026841638360569343,0.022851912656513488,1.1745904495621577
Job Leavers,Age (single year),31,0.025659381926702293,0.022570042884797088,1.1368778543166236
Job Leavers,Age (single year),32,0.023614790236866082,0.02261026973957322,1.0444276211147856
Job Leavers,Age (single year),33,0.023398994409851465,0.022877058804496853,1.022814803677998
Job Leavers,Age (single year),34,0.023330096444346242,0.02313908752043667,1.0082548166059215
Job Leavers,Age (single year),35,0.019953292768136923,0.023218290023412715,0.8593782207051659
Job Leavers,Age (single year),36,0.020910689569504887,0.022982719653394334,0.9098439995292974
Job Leavers,Age (single year),37,0.020698455970263187,0.02300123389359305,0.8998845916709148
Job Leavers,Age (single year),38,0.019477491600360896,0.023150763451494288,0.8413325824511287
Job Leavers,Age (single year),39,0.01868647800180363,0.023145137259531417,0.8073608634188737
Job Leavers,Age (single year),40,0.019906669129825125,0.023786594840924474,0.8368860386681327
Job Leavers,Age (single year),41,0.018528828788124466,0.023237961578396787,0.7973517266398196
Job Leavers,Age (single year),42,0.017673771384099736,0.023035326551854952,0.7672464006235905
Job Leavers,Age (single year),43,0.017012692098226232,0.02295654409901725,0.7410824566993309
Job Leavers,Age (single year),44,0.01595871523593263,0.022762647264596717,0.701092234590552
Job Leavers,Age (single year),45,0.01572383910780266,0.022982164154382985,0.6841757374187029
Job Leavers,Age (single year),46,0.01452154693967397,0.02255393563327422,0.6438586673205752
Job Leavers,Age (single year),47,0.014730386231899852,0.02234585186189617,0.6592000306337794
Job Leavers,Age (single year),48,0.013959101168893625,0.022011209660484393,0.6341814640907124
Job Leavers,Age (single year),49,0.013943401824993502,0.02163328347638009,0.6445346976670163
Job Leavers,Age (single year),50,0.014066103902255291,0.021740105765744873,0.6470117511764253
Job Leavers,Age (single year),51,0.013570613629589664,0.020946630581474952,0.6478661843395193
Job Leavers,Age (single year),52,0.012582616981063832,0.02029579922791753,0.6199616403258481
Job Leavers,Age (single year),53,0.012825261902591815,0.019731560669106803,0.6499872016039764
Job Leavers,Age (single year),54,0.01173217616084122,0.019036226401776987,0.6163078707524748
Job Leavers,Age (single year),55,0.010884920648503625,0.018545296554051204,0.5869369959536087
Job Leavers,Age (single year),56,0.010180346721281817,0.017630717462071434,0.5774210121160734
Job Leavers,Age (single year),57,0.009442413433838644,0.01668125109675712,0.5660494754901372
Job Leavers,Age (single year),58,0.00972044560492286,0.01593937589093754,0.6098385326648514
Job Leavers,Age (single year),59,0.0081157102665363,0.015025898464726056,0.5401148081486294
Job Leavers,Age (single year),60,0.007947962262912434,0.014042150657220271,0.5660074768408575
Job Leavers,Age (single year),61,0.0071174047120562385,0.01281800842084978,0.555266034969915
Job Leavers,Age (single year),62,0.005270594620733717,0.011078311632993242,0.4757579309320854
Job Leavers,Age (single year),63,0.004770943990871079,0.009696856273160569,0.4920093540085079
Job Leavers,Age (single year),64,0.004572303407749613,0.008605534085662801,0.5313212825880583
Job Leavers,Age (single year),65,0.003448292456739985,0.007210780136213687,0.4782135069438757
Job Leavers,Age (single year),66,0.002875587142898745,0.006004552318596191,0.4789011720312616
Job Leavers,Age (single year),67,0.0024744764212929517,0.005155096065696127,0.48000587957206314
Job Leavers,Age (single year),68,0.0021126054812783597,0.004462760600614543,0.47338534829482987
Job Leavers,Age (single year),69,0.0017224485426405318,0.0038434856766041154,0.44814751180818474
Job Leavers,Age (single year),70,0.0013720236101779637,0.003283706881437138,0.4178276745509903
Job Leavers,Age (single year),71,0.0010576055929304843,0.0027744327480429144,0.3811970550291838
Job Leavers,Age (single year),72,8.985954629923157e-4,0.0024360663464573964,0.3688715064345769
Job Leavers,Age (single year),73,6.661017037985578e-4,0.002083476370779149,0.3197068673975211
Job Leavers,Age (single year),74,6.175951149933223e-4,0.001776247761767919,0.34769649160803057
Job Leavers,Age (single year),75,5.399553008739069e-4,0.0015227052162090741,0.35460264739762254
Job Leavers,Age (single year),76,5.977863035914229e-4,0.0012873772934356982,0.4643442964541312
Job Leavers,Age (single year),77,3.385203359265019e-4,0.0011162892929190873,0.3032550236518654
Job Leavers,Age (single year),78,3.8052810232684246e-4,9.322498041922019e-4,0.40818255001573484
Job Leavers,Age (single year),79,2.2957683347155149e-4,7.475097373826859e-4,0.3071221978664609
Job Leavers,Age (single year),80,5.365889568492755e-4,0.0020309934313715184,0.2642002423842996
Job Leavers,Age (single year),81,3.3862659516964555e-5,6.442137553676673e-5,0.5256432237718732
Job Leavers,Age (single year),82,1.3884097354807793e-5,4.651806916260267e-5,0.29846675936347017
Job Leavers,Age (single year),83,1.2099997876640174e-5,4.2691042464259094e-5,0.2834317734632571
Job Leavers,Age (single year),85,2.489632398605913e-4,9.265460306252155e-4,0.26870034691379086
Job Leavers,Age (single year),90,2.0581759951660677e-5,5.4458361795692424e-5,0.37793571589383845
Job Leavers,Class,Government,0.09969887440085064,0.1368287492081135,0.728639814204622
Job Leavers,Class,Private Sector,0.8618010445062817,0.7542474548495317,1.1425972192086566
Job Leavers,Class,Self-Employed,0.03826187907479446,0.10337250742114047,0.37013592907169446
Job Leavers,Class,Unpaid Family,2.3820201807322623e-4,7.771194630971052e-4,0.30651917676067986
Job Leavers,Education,Below HS,0.15731169553322397,0.10711985988003218,1.468557704513464
Job Leavers,Education,College+,0.2024024820777284,0.3254796078618,0.6218591800800907
Job Leavers,Education,HS Diploma,0.37051940095393476,0.28733044914848077,1.2895236201105345
Job Leavers,Education,Some College,0.26976642143511287,0.280070083109687,0.9632104166208327
Job Leavers,Foreign Born,Foreign Born,0.13468898467230794,0.167081888505942,0.8061255823519013
Job Leavers,Foreign Born,Native Born,0.865311015327692,0.832918111494058,1.0388908626029618
Job Leavers,Noncitizen,Citizen,0.9897525977084553,0.9907847346040799,0.9989582632235073
Job Leavers,Noncitizen,Noncitizen,0.010247402291544883,0.009215265395920155,1.1120029485077754
Job Leavers,Occupation,Blue Collar,0.2598462199889166,0.24773057166247808,1.0489065529745984
Job Leavers,Occupation,No Prior Job / Other,0.028459237442930867,0.004952077665666583,5.7469287366477655
Job Leavers,Occupation,Service,0.2269537395048888,0.15251524112875503,1.4880725219671127
Job Leavers,Occupation,White Collar,0.4847408030632638,0.5948021095431004,0.8149614725402022
Job Leavers,Race/Ethnicity,Asian/PI non-Hisp,0.043188335352912575,0.05224268665417047,0.8266867215081272
Job Leavers,Race/Ethnicity,Black non-Hisp,0.16767601483483707,0.11406594532422758,1.4699918924813637
Job Leavers,Race/Ethnicity,Hispanic,0.15358454231371155,0.1486600631899826,1.0331257704191585
Job Leavers,Race/Ethnicity,Other,0.030443202774463298,0.016937904508397248,1.7973417407903425
Job Leavers,Race/Ethnicity,White non-Hisp,0.6051079047240756,0.6680934003232221,0.905723517746659
Job Leavers,Sex,Female,0.49359987226231555,0.4667618486911966,1.0574983230664052
Job Leavers,Sex,Male,0.5064001277376845,0.5332381513088035,0.9496697235461369
Reentrants,Age,16–24,0.41036830750974723,0.1423807387116612,2.882189762625086
Reentrants,Age,25–34,0.22939904365035407,0.22511262853358457,1.0190412023736377
Reentrants,Age,35–44,0.14645074093932992,0.231277218616216,0.6332259693175916
Reentrants,Age,45–54,0.10402483415425776,0.21327676743243904,0.4877457371779152
Reentrants,Age,55–64,0.0684872763079716,0.14006340053843,0.48897339379662114
Reentrants,Age,65+,0.04126979743833938,0.04788924616766923,0.8617758837515647
Reentrants,Age (single year),16,0.025592492961398143,0.006794989564567532,3.7663770809671555
Reentrants,Age (single year),17,0.04140436505887721,0.010178466180715995,4.067839330971246
Reentrants,Age (single year),18,0.05600913074571743,0.012924601401672078,4.33352867179884
Reentrants,Age (single year),19,0.05600637899797805,0.014901716512966432,3.7583844082153366
Reentrants,Age (single year),20,0.05361993010869539,0.01730159344092099,3.0991324753866785
Reentrants,Age (single year),21,0.04938214065968537,0.018308497489587214,2.697225192169428
Reentrants,Age (single year),22,0.04892215401810589,0.019472524182496332,2.512368379138106
Reentrants,Age (single year),23,0.04195265510037141,0.0207474374020951,2.0220644259485745
Reentrants,Age (single year),24,0.03747905985891835,0.021750912536639522,1.7231028719270827
Reentrants,Age (single year),25,0.030942446164233986,0.02164019339891659,1.4298599644577628
Reentrants,Age (single year),26,0.02808400198686716,0.021921396441712003,1.281122854629323
Reentrants,Age (single year),27,0.02625971514768455,0.022041878174744838,1.1913556067909146
Reentrants,Age (single year),28,0.02391165902738542,0.022595231373944848,1.058261304416585
Reentrants,Age (single year),29,0.02338213847186608,0.022865557538448992,1.0225920987296482
Reentrants,Age (single year),30,0.02142388285833948,0.022851912656513488,0.9375093971503092
Reentrants,Age (single year),31,0.01967787482832402,0.022570042884797088,0.8718581053994718
Reentrants,Age (single year),32,0.018980888352027492,0.02261026973957322,0.8394808452376192
Reentrants,Age (single year),33,0.018696304782674575,0.022877058804496853,0.817251244683583
Reentrants,Age (single year),34,0.018040132030951287,0.02313908752043667,0.7796388692949999
Reentrants,Age (single year),35,0.01693221698696141,0.023218290023412715,0.7292620158455857
Reentrants,Age (single year),36,0.01575661672135806,0.022982719653394334,0.6855853858457938
Reentrants,Age (single year),37,0.016033723077648186,0.02300123389359305,0.697080997994388
Reentrants,Age (single year),38,0.015505573856809233,0.023150763451494288,0.6697651198111314
Reentrants,Age (single year),39,0.014720655391243167,0.023145137259531417,0.6360150396248371
Reentrants,Age (single year),40,0.013952654237134808,0.023786594840924474,0.5865763607798742
Reentrants,Age (single year),41,0.013913801851448334,0.023237961578396787,0.5987531137147298
Reentrants,Age (single year),42,0.013573344385115288,0.023035326551854952,0.5892403719374352
Reentrants,Age (single year),43,0.013534018816109819,0.02295654409901725,0.5895494878381627
Reentrants,Age (single year),44,0.012528135615501612,0.022762647264596717,0.5503813097779237
Reentrants,Age (single year),45,0.011951651483267505,0.022982164154382985,0.5200402974664236
Reentrants,Age (single year),46,0.011463442789282168,0.02255393563327422,0.5082679571174243
Reentrants,Age (single year),47,0.011315110735363258,0.02234585186189617,0.5063629171666364
Reentrants,Age (single year),48,0.010911735147930582,0.022011209660484393,0.4957353692159802
Reentrants,Age (single year),49,0.010856077006220573,0.02163328347638009,0.5018228979467487
Reentrants,Age (single year),50,0.009846207191485748,0.021740105765744873,0.45290521111447735
Reentrants,Age (single year),51,0.010087877510990361,0.020946630581474952,0.48159905583631224
Reentrants,Age (single year),52,0.010056694906326756,0.02029579922791753,0.49550622734252553
Reentrants,Age (single year),53,0.008808069054077832,0.019731560669106803,0.44639495079922387
Reentrants,Age (single year),54,0.008727968329312968,0.019036226401776987,0.45849256807001587
Reentrants,Age (single year),55,0.008579778674443081,0.018545296554051204,0.4626390658912831
Reentrants,Age (single year),56,0.008245958457387252,0.017630717462071434,0.4677040781310572
Reentrants,Age (single year),57,0.008162156995581007,0.01668125109675712,0.48930124894335725
Reentrants,Age (single year),58,0.007531382900069454,0.01593937589093754,0.47250174358153396
Reentrants,Age (single year),59,0.006668960764278727,0.015025898464726056,0.44383108137822175
Reentrants,Age (single year),60,0.006803317725053566,0.014042150657220271,0.48449257461537054
Reentrants,Age (single year),61,0.005903794446205538,0.01281800842084978,0.4605859391231498
Reentrants,Age (single year),62,0.005645657873628087,0.011078311632993242,0.509613563931013
Reentrants,Age (single year),63,0.005732587895037297,0.009696856273160569,0.5911800416083544
Reentrants,Age (single year),64,0.005213680576287607,0.008605534085662801,0.6058520626829924
Reentrants,Age (single year),65,0.005203909190705866,0.007210780136213687,0.7216846294579146
Reentrants,Age (single year),66,0.005082144950738075,0.006004552318596191,0.8463819917096225
Reentrants,Age (single year),67,0.0044177996607554166,0.005155096065696127,0.8569771745192204
Reentrants,Age (single year),68,0.003930092119528252,0.004462760600614543,0.8806414843285701
Reentrants,Age (single year),69,0.0033913420323112725,0.0038434856766041154,0.8823610435066507
Reentrants,Age (single year),70,0.0032200119077743106,0.003283706881437138,0.9806027224832714
Reentrants,Age (single year),71,0.0027427256314457595,0.0027744327480429144,0.9885716759148259
Reentrants,Age (single year),72,0.002203712294994523,0.0024360663464573964,0.904619161214238
Reentrants,Age (single year),73,0.001952613146777003,0.002083476370779149,0.937189964888727
Reentrants,Age (single year),74,0.001708193207159865,0.001776247761767919,0.9616863389934304
Reentrants,Age (single year),75,0.001473493143705205,0.0015227052162090741,0.967681155892808
Reentrants,Age (single year),76,0.0012522845650128137,0.0012873772934356982,0.9727409139482097
Reentrants,Age (single year),77,0.0010518529119291338,0.0011162892929190873,0.942276270677601
Reentrants,Age (single year),78,8.441501245619587e-4,9.322498041922019e-4,0.905497776203255
Reentrants,Age (single year),79,4.7109510748574924e-4,7.475097373826859e-4,0.6302193589279937
Reentrants,Age (single year),80,0.0015146110929375512,0.0020309934313715184,0.7457488879787971
Reentrants,Age (single year),81,2.86383826942277e-5,6.442137553676673e-5,0.4445478299028733
Reentrants,Age (single year),82,4.386637226859072e-5,4.651806916260267e-5,0.9429964110345377
Reentrants,Age (single year),83,4.782632221853424e-5,4.2691042464259094e-5,1.1202893969753585
Reentrants,Age (single year),84,2.669871480668977e-5,3.1973652465349985e-5,0.8350223621034009
Reentrants,Age (single year),85,5.986970543415813e-4,9.265460306252155e-4,0.6461600768367568
Reentrants,Age (single year),86,1.816943482503696e-5,1.7554981471256343e-5,1.035001652083011
Reentrants,Age (single year),87,8.794741815805317e-6,1.468595986738331e-5,0.5988537279975784
Reentrants,Age (single year),88,6.103632453487778e-6,1.2899115503091612e-5,0.4731822466451193
Reentrants,Age (single year),90,3.097169509267392e-5,5.4458361795692424e-5,0.5687224894657726
Reentrants,Class,Government,0.08858997587890499,0.1368287492081135,0.6474514777896683
Reentrants,Class,Private Sector,0.8525626969712876,0.7542474548495317,1.1303487887027333
Reentrants,Class,Self-Employed,0.05789412565455029,0.10337250742114047,0.5600534136091826
Reentrants,Class,Unpaid Family,9.532014952571517e-4,7.771194630971052e-4,1.226582965067295
Reentrants,Education,Below HS,0.2470569589293012,0.10711985988003218,2.3063599896974303
Reentrants,Education,College+,0.16123171663993546,0.3254796078618,0.49536656904292176
Reentrants,Education,HS Diploma,0.3050712540008966,0.28733044914848077,1.06174356008906
Reentrants,Education,Some College,0.2866400704298668,0.280070083109687,1.0234583688740746
Reentrants,Foreign Born,Foreign Born,0.14951108173419356,0.167081888505942,0.8948371548294801
Reentrants,Foreign Born,Native Born,0.8504889182658064,0.832918111494058,1.0210954792905518
Reentrants,Noncitizen,Citizen,0.9910950166395218,0.9907847346040799,1.000313167961319
Reentrants,Noncitizen,Noncitizen,0.008904983360478217,0.009215265395920155,0.9663295605594486
Reentrants,Occupation,Blue Collar,0.2720254710775335,0.24773057166247808,1.0980698476252504
Reentrants,Occupation,Service,0.26496202450806206,0.15251524112875503,1.7372822712477518
Reentrants,Occupation,White Collar,0.46301250441440445,0.5948021095431004,0.7784311739749366
Reentrants,Race/Ethnicity,Asian/PI non-Hisp,0.04319131479744632,0.05224268665417047,0.8267437523525296
Reentrants,Race/Ethnicity,Black non-Hisp,0.23127449243648487,0.11406594532422758,2.027550745133414
Reentrants,Race/Ethnicity,Hispanic,0.17886318178247057,0.1486600631899826,1.2031690148946688
Reentrants,Race/Ethnicity,Other,0.032299395865293526,0.016937904508397248,1.9069298595514317
Reentrants,Race/Ethnicity,White non-Hisp,0.5143716151183046,0.6680934003232221,0.7699097384728735
Reentrants,Sex,Female,0.5420478197462597,0.4667618486911966,1.1612941830318084
Reentrants,Sex,Male,0.4579521802537404,0.5332381513088035,0.8588136072591996
New Entrants,Age,16–24,0.8271054443537187,0.1423807387116612,5.809110500744842
New Entrants,Age,25–34,0.09823321141914869,0.22511262853358457,0.43637361466148605
New Entrants,Age,35–44,0.03988102636778327,0.231277218616216,0.17243819605925947
New Entrants,Age,45–54,0.02164909007935984,0.21327676743243904,0.10150702460462672
New Entrants,Age,55–64,0.009539331228808925,0.14006340053843,0.06810723709504371
New Entrants,Age,65+,0.003591896551180541,0.04788924616766923,0.07500424079770723
New Entrants,Age (single year),16,0.18569103782214097,0.006794989564567532,27.3276413536272
New Entrants,Age (single year),17,0.15790519561920283,0.010178466180715995,15.513653316289265
New Entrants,Age (single year),18,0.16081220657815393,0.012924601401672078,12.442333932042915
New Entrants,Age (single year),19,0.10612435376154103,0.014901716512966432,7.121619423453603
New Entrants,Age (single year),20,0.06813028613961576,0.01730159344092099,3.9378041318712826
New Entrants,Age (single year),21,0.0471161038075367,0.018308497489587214,2.573455513448525
New Entrants,Age (single year),22,0.04227453616480288,0.019472524182496332,2.170983883168216
New Entrants,Age (single year),23,0.03494175826237078,0.0207474374020951,1.6841481473197417
New Entrants,Age (single year),24,0.024109966198353885,0.021750912536639522,1.108457686901206
New Entrants,Age (single year),25,0.018367499304333228,0.02164019339891659,0.8487677982236883
New Entrants,Age (single year),26,0.01565705343367431,0.021921396441712003,0.7142361334190412
New Entrants,Age (single year),27,0.01189131469754419,0.022041878174744838,0.5394873614340647
New Entrants,Age (single year),28,0.01070274655588104,0.022595231373944848,0.47367280196221656
New Entrants,Age (single year),29,0.009481375087012134,0.022865557538448992,0.4146575070854481
New Entrants,Age (single year),30,0.008015340444838297,0.022851912656513488,0.35075140384600073
New Entrants,Age (single year),31,0.006876856390117254,0.022570042884797088,0.30468955797817393
New Entrants,Age (single year),32,0.006572643978602681,0.02261026973957322,0.29069286011652606
New Entrants,Age (single year),33,0.005468528358600146,0.022877058804496853,0.2390398348552227
New Entrants,Age (single year),34,0.005199853168545426,0.02313908752043667,0.2247216172181753
New Entrants,Age (single year),35,0.0050095842380000755,0.023218290023412715,0.21576025766533805
New Entrants,Age (single year),36,0.005089039040318487,0.022982719653394334,0.22142893082572512
New Entrants,Age (single year),37,0.004725485815645015,0.02300123389359305,0.20544488341389763
New Entrants,Age (single year),38,0.004340904577680876,0.023150763451494288,0.18750589313289745
New Entrants,Age (single year),39,0.003500923860364826,0.023145137259531417,0.15125958516072777
New Entrants,Age (single year),40,0.003739475650592012,0.023786594840924474,0.15720937257308898
New Entrants,Age (single year),41,0.00344390840572295,0.023237961578396787,0.14820182889555106
New Entrants,Age (single year),42,0.0033905366907092003,0.023035326551854952,0.1471885663559726
New Entrants,Age (single year),43,0.0034582046595365437,0.02295654409901725,0.15064134412481478
New Entrants,Age (single year),44,0.0031829634292132843,0.022762647264596717,0.13983274406592516
New Entrants,Age (single year),45,0.0026543303030541034,0.022982164154382985,0.11549522861396365
New Entrants,Age (single year),46,0.0032102465102089154,0.02255393563327422,0.14233642245004824
New Entrants,Age (single year),47,0.0027322626184721668,0.02234585186189617,0.12227158021803512
New Entrants,Age (single year),48,0.002698888873802063,0.022011209660484393,0.12261429132844257
New Entrants,Age (single year),49,0.0021830215179313036,0.02163328347638009,0.10091031813616255
New Entrants,Age (single year),50,0.002058096581343451,0.021740105765744873,0.09466819543198
New Entrants,Age (single year),51,0.0015672153954519887,0.020946630581474952,0.07481945076350478
New Entrants,Age (single year),52,0.0017506603261090846,0.02029579922791753,0.08625727454482279
New Entrants,Age (single year),53,0.0015784331259435314,0.019731560669106803,0.07999535122504747
New Entrants,Age (single year),54,0.0012159348270432348,0.019036226401776987,0.06387478281565984
New Entrants,Age (single year),55,0.0017994589556107202,0.018545296554051204,0.09703047618387262
New Entrants,Age (single year),56,0.0010791653956078345,0.017630717462071434,0.061209386284444674
New Entrants,Age (single year),57,0.0011052374404808315,0.01668125109675712,0.06625626783447272
New Entrants,Age (single year),58,0.0010068295778407545,0.01593937589093754,0.06316618572331903
New Entrants,Age (single year),59,0.0011140881372163182,0.015025898464726056,0.07414452718629026
New Entrants,Age (single year),60,7.672354259273427e-4,0.014042150657220271,0.05463802836589289
New Entrants,Age (single year),61,7.408754333783199e-4,0.01281800842084978,0.05779957455584219
New Entrants,Age (single year),62,6.699734649322199e-4,0.011078311632993242,0.06047613455257173
New Entrants,Age (single year),63,5.90586578650247e-4,0.009696856273160569,0.06090495331821111
New Entrants,Age (single year),64,6.658808191643362e-4,0.008605534085662801,0.07737820947960952
New Entrants,Age (single year),65,4.4379270935393197e-4,0.007210780136213687,0.061545727503898535
New Entrants,Age (single year),66,3.235480345900857e-4,0.006004552318596191,0.05388378973534004
New Entrants,Age (single year),67,4.016213279647336e-4,0.005155096065696127,0.07790763214623043
New Entrants,Age (single year),68,4.887058436139416e-4,0.004462760600614543,0.10950751952651112
New Entrants,Age (single year),69,3.1394604632241265e-4,0.0038434856766041154,0.08168263725644932
New Entrants,Age (single year),70,2.800266525422784e-4,0.003283706881437138,0.08527760322496347
New Entrants,Age (single year),71,1.2566533439478395e-4,0.0027744327480429144,0.045294063978818126
New Entrants,Age (single year),72,1.5484715411571837e-4,0.0024360663464573964,0.06356442399071024
New Entrants,Age (single year),73,1.4880059847436288e-4,0.002083476370779149,0.07141938375750166
New Entrants,Age (single year),74,2.2227358236545132e-4,0.001776247761767919,0.12513658688257542
New Entrants,Age (single year),75,7.158944995050823e-5,0.0015227052162090741,0.047014648133101744
New Entrants,Age (single year),76,1.0205498079226622e-4,0.0012873772934356982,0.07927355975023156
New Entrants,Age (single year),77,2.6654569250149123e-5,0.0011162892929190873,0.023877832941000127
New Entrants,Age (single year),78,6.14194930600288e-5,9.322498041922019e-4,0.0658830849669623
New Entrants,Age (single year),79,1.3975689508230142e-5,7.475097373826859e-4,0.018696331043344415
New Entrants,Age (single year),80,1.0834634926548622e-4,0.0020309934313715184,0.05334647940851318
New Entrants,Age (single year),82,2.5061476046785548e-5,4.651806916260267e-5,0.5387471255348932
New Entrants,Age (single year),84,5.193174127095663e-6,3.1973652465349985e-5,0.16242042202477594
New Entrants,Age (single year),85,2.537477588351656e-4,9.265460306252155e-4,0.27386416912707673
New Entrants,Age (single year),90,2.0626326607125373e-5,5.4458361795692424e-5,0.3787540779230139
New Entrants,Class,No Prior Job,1,0.004774169058117241,209.46053393307434
New Entrants,Education,Below HS,0.5136746780820847,0.10711985988003218,4.795326269632629
New Entrants,Education,College+,0.07855534866460975,0.3254796078618,0.2413525971125192
New Entrants,Education,HS Diploma,0.2756531327863056,0.28733044914848077,0.9593592798926062
New Entrants,Education,Some College,0.13211684046699998,0.280070083109687,0.47172778684561456
New Entrants,Foreign Born,Foreign Born,0.16579380472418312,0.167081888505942,0.9922907037185358
New Entrants,Foreign Born,Native Born,0.8342061952758169,0.832918111494058,1.0015464710923963
New Entrants,Noncitizen,Citizen,0.9926652617779846,0.9907847346040799,1.0018980179126964
New Entrants,Noncitizen,Noncitizen,0.007334738222015468,0.009215265395920155,0.7959334763448868
New Entrants,Occupation,No Prior Job / Other,1,0.004952077665666583,201.93544356808735
New Entrants,Race/Ethnicity,Asian/PI non-Hisp,0.06225193073631517,0.05224268665417047,1.191591296757049
New Entrants,Race/Ethnicity,Black non-Hisp,0.2363149358952461,0.11406594532422758,2.0717395996108303
New Entrants,Race/Ethnicity,Hispanic,0.2385325052509471,0.1486600631899826,1.6045500057813815
New Entrants,Race/Ethnicity,Other,0.03328550513179326,0.016937904508397248,1.9651489424380337
New Entrants,Race/Ethnicity,White non-Hisp,0.42961512298569837,0.6680934003232221,0.6430465003513753
New Entrants,Sex,Female,0.4810216584748376,0.4667618486911966,1.0305505041245886
New Entrants,Sex,Male,0.5189783415251625,0.5332381513088035,0.9732580841249993
