cause,dimension,group,cause_share,lf_share,ratio
Permanent Job Losers,Age (single year),63,0.008444471200687885,0.009696856273160569,0.8708462787120919
Permanent Job Losers,Age (single year),64,0.0071710971926311675,0.008605534085662801,0.8333122757108744
Permanent Job Losers,Age (single year),65,0.0058736965957795,0.007210780136213687,0.8145715837709236
Permanent Job Losers,Age (single year),66,0.004478011612892474,0.006004552318596191,0.7457694388012914
Permanent Job Losers,Age (single year),67,0.0037462384797639567,0.005155096065696127,0.7267058522328579
Permanent Job Losers,Age (single year),68,0.002688529825800572,0.004462760600614543,0.6024364886232859
Permanent Job Losers,Age (single year),69,0.0023001924214607816,0.0038434856766041154,0.5984651993013541
Permanent Job Losers,Age (single year),70,0.0018939807582785345,0.003283706881437138,0.5767813104711771
Permanent Job Losers,Age (single year),71,0.0015888402812131994,0.0027744327480429144,0.5726721191328094
Permanent Job Losers,Age (single year),72,0.0013629938025237097,0.0024360663464573964,0.5595060267984153
Permanent Job Losers,Age (single year),73,9.489843721421914e-4,0.002083476370779149,0.4554812262100691
Permanent Job Losers,Age (single year),74,8.661792009923954e-4,0.001776247761767919,0.48764548484513087
Permanent Job Losers,Age (single year),75,7.547990991364306e-4,0.0015227052162090741,0.49569614072484625
Permanent Job Losers,Age (single year),76,4.4856741965570166e-4,0.0012873772934356982,0.34843508732283435
Permanent Job Losers,Age (single year),77,5.564332218004136e-4,0.0011162892929190873,0.4984668627837012
Permanent Job Losers,Age (single year),78,5.64281012184723e-4,9.322498041922019e-4,0.6052894939180756
Permanent Job Losers,Age (single year),79,3.172150594761639e-4,7.475097373826859e-4,0.4243624445440051
Permanent Job Losers,Age (single year),80,8.660291590952794e-4,0.0020309934313715184,0.42640667651517455
Permanent Job Losers,Age (single year),81,5.85255366875489e-6,6.442137553676673e-5,0.09084800844425785
Permanent Job Losers,Age (single year),82,3.3828221371914246e-6,4.651806916260267e-5,0.07272060509147231
Permanent Job Losers,Age (single year),83,6.401504027825988e-6,4.2691042464259094e-5,0.14994958329221691
Permanent Job Losers,Age (single year),84,6.110095660975066e-6,3.1973652465349985e-5,0.19109783180375184
Permanent Job Losers,Age (single year),85,5.382892528187446e-4,9.265460306252155e-4,0.580963314316416
Permanent Job Losers,Age (single year),86,2.864218408531147e-6,1.7554981471256343e-5,0.1631570168969347
Permanent Job Losers,Age (single year),89,2.377139097644827e-6,9.76789705816587e-6,0.24336242320014637
Permanent Job Losers,Age (single year),90,1.8925054927790922e-5,5.4458361795692424e-5,0.3475142164354982
Permanent Job Losers,Class,Government,0.045750512732861626,0.1368287492081135,0.33436330447833085
Permanent Job Losers,Class,Private Sector,0.9191896072504494,0.7542474548495317,1.2186844003786832
Permanent Job Losers,Class,Self-Employed,0.03480285854968939,0.10337250742114047,0.33667422236264666
Permanent Job Losers,Class,Unpaid Family,2.570214669995754e-4,7.771194630971052e-4,0.3307361084166531
Permanent Job Losers,Education,Below HS,0.14706607923236395,0.10711985988003218,1.3729114227470904
Permanent Job Losers,Education,College+,0.21114944617528822,0.3254796078618,0.6487332572458522
Permanent Job Losers,Education,HS Diploma,0.3677024218029194,0.28733044914848077,1.2797196499452992
Permanent Job Losers,Education,Some College,0.27408205278942843,0.280070083109687,0.9786195288915831
Permanent Job Losers,Foreign Born,Foreign Born,0.1769482946243315,0.167081888505942,1.0590513203233194
Permanent Job Losers,Foreign Born,Native Born,0.8230517053756685,0.832918111494058,0.9881544104009319
Permanent Job Losers,Noncitizen,Citizen,0.9909351939441059,0.9907847346040799,1.000151858758791
Permanent Job Losers,Noncitizen,Noncitizen,0.009064806055894175,0.009215265395920155,0.9836728153165732
Permanent Job Losers,Occupation,Blue Collar,0.34392790015037733,0.24773057166247808,1.388314320038642
Permanent Job Losers,Occupation,No Prior Job / Other,9.204549815973132e-4,0.004952077665666583,0.18587248499330913
Permanent Job Losers,Occupation,Service,0.16354758431891667,0.15251524112875503,1.0723360046413197
Permanent Job Losers,Occupation,White Collar,0.49160406054910877,0.5948021095431004,0.8265001967238085
Permanent Job Losers,Race/Ethnicity,Asian/PI non-Hisp,0.04524408959085293,0.05224268665417047,0.8660368079910215
Permanent Job Losers,Race/Ethnicity,Black non-Hisp,0.1905426828750176,0.11406594532422758,1.6704607350897602
Permanent Job Losers,Race/Ethnicity,Hispanic,0.1721980500428686,0.1486600631899826,1.1583342987201966
Permanent Job Losers,Race/Ethnicity,Other,0.022251900929218835,0.016937904508397248,1.3137339933748644
Permanent Job Losers,Race/Ethnicity,White non-Hisp,0.5697632765620421,0.6680934003232221,0.8528197947867647
Permanent Job Losers,Sex,Female,0.40481854978981063,0.4667618486911966,0.867291426934152
Permanent Job Losers,Sex,Male,0.5951814502101893,0.5332381513088035,1.116164416873304
Completed Temp Job,Age,16–24,0.2133879026536453,0.1423807387116612,1.4987132710821403
Completed Temp Job,Age,25–34,0.2616533592371366,0.22511262853358457,1.162321993846296
Completed Temp Job,Age,35–44,0.21321974908732064,0.231277218616216,0.9219228351286076
Completed Temp Job,Age,45–54,0.17691711183133735,0.21327676743243904,0.8295189108554941
Completed Temp Job,Age,55–64,0.10688623080474008,0.14006340053843,0.763127486508605
Completed Temp Job,Age,65+,0.02793564638581993,0.04788924616766923,0.5833386119299517
Completed Temp Job,Age (single year),16,0.0028864570018509246,0.006794989564567532,0.42479196979232353
Completed Temp Job,Age (single year),17,0.0051500162108839035,0.010178466180715995,0.5059717367476315
Completed Temp Job,Age (single year),18,0.015386006475110764,0.012924601401672078,1.1904434030066295
Completed Temp Job,Age (single year),19,0.0251246683549459,0.014901716512966432,1.6860251188568893
Completed Temp Job,Age (single year),20,0.03098901067144188,0.01730159344092099,1.791107320678799
Completed Temp Job,Age (single year),21,0.03304161724110543,0.018308497489587214,1.8047148467479397
Completed Temp Job,Age (single year),22,0.03261757307783026,0.019472524182496332,1.6750562367846429
Completed Temp Job,Age (single year),23,0.03354627889603326,0.0207474374020951,1.6168878231027084
Completed Temp Job,Age (single year),24,0.03464627472444298,0.021750912536639522,1.592865341446303
Completed Temp Job,Age (single year),25,0.030666395540462778,0.02164019339891659,1.4171035801370464
Completed Temp Job,Age (single year),26,0.028827703698286234,0.021921396441712003,1.3150486911241164
Completed Temp Job,Age (single year),27,0.027941464567016957,0.022041878174744838,1.2676535250535843
Completed Temp Job,Age (single year),28,0.028568617514369295,0.022595231373944848,1.2643649025569401
Completed Temp Job,Age (single year),29,0.02642530383928474,0.022865557538448992,1.1556815876826947
Completed Temp Job,Age (single year),30,0.024426832997397546,0.022851912656513488,1.0689185349408885
Completed Temp Job,Age (single year),31,0.024175065658858876,0.022570042884797088,1.0711129696232395
Completed Temp Job,Age (single year),32,0.023630932287207595,0.02261026973957322,1.0451415467126417
Completed Temp Job,Age (single year),33,0.023165203554672973,0.022877058804496853,1.0125953581987333
Completed Temp Job,Age (single year),34,0.023825839579579625,0.02313908752043667,1.0296793060027285
Completed Temp Job,Age (single year),35,0.02358213106293968,0.023218290023412715,1.0156704494241426
Completed Temp Job,Age (single year),36,0.021776026898973733,0.022982719653394334,0.9474956500962938
Completed Temp Job,Age (single year),37,0.022412660435842117,0.02300123389359305,0.9744112224381632
Completed Temp Job,Age (single year),38,0.021424667481557944,0.023150763451494288,0.925441077848129
Completed Temp Job,Age (single year),39,0.022128763425384983,0.023145137259531417,0.9560869385759257
Completed Temp Job,Age (single year),40,0.0204607191200672,0.023786594840924474,0.860178569353897
Completed Temp Job,Age (single year),41,0.019517012234378114,0.023237961578396787,0.83987625887643
Completed Temp Job,Age (single year),42,0.020636930179426426,0.023035326551854952,0.8958818158262492
Completed Temp Job,Age (single year),43,0.021223506460285622,0.02295654409901725,0.924507903661082
Completed Temp Job,Age (single year),44,0.02005733178846482,0.022762647264596717,0.8811511049358683
Completed Temp Job,Age (single year),45,0.020060216470793837,0.022982164154382985,0.87286020307048
Completed Temp Job,Age (single year),46,0.018952054453595057,0.02255393563327422,0.8402992170304306
Completed Temp Job,Age (single year),47,0.01923968554537386,0.02234585186189617,0.8609958422834217
Completed Temp Job,Age (single year),48,0.01814339552689679,0.022011209660484393,0.8242798013717849
Completed Temp Job,Age (single year),49,0.018634478615262948,0.02163328347638009,0.8613800413427146
Completed Temp Job,Age (single year),50,0.017794059754038225,0.021740105765744873,0.8184900269471413
Completed Temp Job,Age (single year),51,0.016643527765486946,0.020946630581474952,0.7945682576846684
Completed Temp Job,Age (single year),52,0.016092898871275598,0.02029579922791753,0.7929177210789164
Completed Temp Job,Age (single year),53,0.015490244661301307,0.019731560669106803,0.7850491363085124
Completed Temp Job,Age (single year),54,0.015866550167312782,0.019036226401776987,0.8334924071837934
Completed Temp Job,Age (single year),55,0.014822563533269238,0.018545296554051204,0.799262685828082
Completed Temp Job,Age (single year),56,0.013967080621417454,0.017630717462071434,0.7922014887632634
Completed Temp Job,Age (single year),57,0.013152262758547787,0.01668125109675712,0.7884458235332613
Completed Temp Job,Age (single year),58,0.01245013785728035,0.01593937589093754,0.7810931834764606
Completed Temp Job,Age (single year),59,0.011548031048623354,0.015025898464726056,0.7685417997288385
Completed Temp Job,Age (single year),60,0.011193442197270675,0.014042150657220271,0.7971316125650004
Completed Temp Job,Age (single year),61,0.010313742134828316,0.01281800842084978,0.8046290653118918
Completed Temp Job,Age (single year),62,0.0075056199409881275,0.011078311632993242,0.6775057598700344
Completed Temp Job,Age (single year),63,0.006318129315220072,0.009696856273160569,0.6515647068738863
Completed Temp Job,Age (single year),64,0.005615221397294701,0.008605534085662801,0.6525128296975672
Completed Temp Job,Age (single year),65,0.004768485966799242,0.007210780136213687,0.6612995926544959
Completed Temp Job,Age (single year),66,0.0036507320103669545,0.006004552318596191,0.6079940379669241
Completed Temp Job,Age (single year),67,0.0032065970720173294,0.005155096065696127,0.6220246977268156
Completed Temp Job,Age (single year),68,0.002530291941879621,0.004462760600614543,0.5669790894746153
Completed Temp Job,Age (single year),69,0.0022252474943956903,0.0038434856766041154,0.5789659911941683
Completed Temp Job,Age (single year),70,0.0017660104788804981,0.003283706881437138,0.5378100246595673
Completed Temp Job,Age (single year),71,0.001719422674779117,0.0027744327480429144,0.6197384586063578
Completed Temp Job,Age (single year),72,0.0011111410833995463,0.0024360663464573964,0.45612102684124445
Completed Temp Job,Age (single year),73,0.0012419519880213935,0.002083476370779149,0.596096027504716
Completed Temp Job,Age (single year),74,9.829510804715013e-4,0.001776247761767919,0.5533862457865446
Completed Temp Job,Age (single year),75,8.860925316647876e-4,0.0015227052162090741,0.5819199423712509
Completed Temp Job,Age (single year),76,7.073686039737664e-4,0.0012873772934356982,0.5494648752783039
Completed Temp Job,Age (single year),77,7.023736994690744e-4,0.0011162892929190873,0.629204010039703
Completed Temp Job,Age (single year),78,5.733844043564298e-4,9.322498041922019e-4,0.6150544647775706
Completed Temp Job,Age (single year),79,4.081027143148912e-4,7.475097373826859e-4,0.5459496965802921
Completed Temp Job,Age (single year),80,8.258225673325487e-4,0.0020309934313715184,0.40661016159706403
Completed Temp Job,Age (single year),81,7.3722023339077205e-6,6.442137553676673e-5,0.11443720771997856
Completed Temp Job,Age (single year),82,1.643299534465877e-5,4.651806916260267e-5,0.35326047792778487
Completed Temp Job,Age (single year),83,4.548918236087947e-6,4.2691042464259094e-5,0.10655439580554393
Completed Temp Job,Age (single year),84,6.006828134692867e-6,3.1973652465349985e-5,0.18786806234297124
Completed Temp Job,Age (single year),85,5.662229134396276e-4,9.265460306252155e-4,0.6111114771681135
Completed Temp Job,Age (single year),90,2.9086216208561724e-5,5.4458361795692424e-5,0.534100094998862
Completed Temp Job,Class,Government,0.080064005550198,0.1368287492081135,0.5851402283040856
Completed Temp Job,Class,Private Sector,0.8167656052567643,0.7542474548495317,1.0828881158368704
Completed Temp Job,Class,Self-Employed,0.10277757163979585,0.10337250742114047,0.9942447387977071
Completed Temp Job,Class,Unpaid Family,3.928175532418379e-4,7.771194630971052e-4,0.505478979610569
Completed Temp Job,Education,Below HS,0.22293079399808105,0.10711985988003218,2.0811341076038574
Completed Temp Job,Education,College+,0.1730675787350619,0.3254796078618,0.5317309427524783
Completed Temp Job,Education,HS Diploma,0.3729899227322671,0.28733044914848077,1.2981218100540433
Completed Temp Job,Education,Some College,0.23101170453458988,0.280070083109687,0.8248353482443042
Completed Temp Job,Foreign Born,Foreign Born,0.20682236403652587,0.167081888505942,1.2378502893757426
Completed Temp Job,Foreign Born,Native Born,0.793177635963474,0.832918111494058,0.9522876559145784
Completed Temp Job,Noncitizen,Citizen,0.9926247346473681,0.9907847346040799,1.0018571138401962
Completed Temp Job,Noncitizen,Noncitizen,0.007375265352631866,0.009215265395920155,0.800331302004291
Completed Temp Job,Occupation,Blue Collar,0.4587492324276861,0.24773057166247808,1.8518071037785018
Completed Temp Job,Occupation,No Prior Job / Other,0.0011017541864948607,0.004952077665666583,0.22248322035283694
Completed Temp Job,Occupation,Service,0.1608775603996529,0.15251524112875503,1.054829400714374
Completed Temp Job,Occupation,White Collar,0.37927145298616605,0.5948021095431004,0.6376430865006597
Completed Temp Job,Race/Ethnicity,Asian/PI non-Hisp,0.032576762248526854,0.05224268665417047,0.6235659828173536
Completed Temp Job,Race/Ethnicity,Black non-Hisp,0.24118690465554876,0.11406594532422758,2.114451460249466
Completed Temp Job,Race/Ethnicity,Hispanic,0.231491906206651,0.1486600631899826,1.5571896125915947
Completed Temp Job,Race/Ethnicity,Other,0.02661466920955308,0.016937904508397248,1.5713082569545964
Completed Temp Job,Race/Ethnicity,White non-Hisp,0.46812975767972037,0.6680934003232221,0.7006950786420585
Completed Temp Job,Sex,Female,0.36077973591162715,0.4667618486911966,0.7729417837452996
Completed Temp Job,Sex,Male,0.6392202640883728,0.5332381513088035,1.198751931982815
Job Leavers,Age,16–24,0.2908878417718268,0.1423807387116612,2.0430280416012665
